timestamp,station_id,ambient_temp_c,wind_speed_ms,weather_anomaly_flag,comms_status,power_draw_kw,generator_load_pct,battery_soc_pct,battery_state,fuel_tank_level_l,fuel_tank_pct,fuel_burn_rate_lph,fuel_burn_rate_lph_avg24h,days_of_autonomy,hvac_status,heater_status,resupply_window_days_remaining,resupply_recommendation,active_anomalies,_delivered_live
2026-01-01T00:00:00,maitri,-3.81,9.28,False,online,115.31,30.7,78.0,idle,163997.3,82.0,32.29,32.29,211.6,on,on,334,Advance resupply timing within current window,power_spike,True
2026-01-01T00:05:00,maitri,-3.99,11.75,False,online,117.3,31.3,78.0,idle,163994.6,82.0,32.84,32.57,209.8,on,on,334,Advance resupply timing within current window,power_spike,True
2026-01-01T00:10:00,maitri,-4.08,11.95,False,online,119.55,31.9,78.3,charging,163991.8,82.0,33.47,32.87,207.9,on,on,334,Advance resupply timing within current window,power_spike,True
2026-01-01T00:15:00,maitri,-3.5,3.43,False,online,113.7,30.3,78.3,idle,163989.1,81.99,31.84,32.61,209.5,on,on,334,Advance resupply timing within current window,power_spike,True
2026-01-01T00:20:00,maitri,-3.23,5.12,False,online,47.33,12.6,78.2,idle,163988.0,81.99,13.25,28.74,237.8,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:25:00,maitri,-3.66,10.48,False,online,45.74,12.2,78.5,charging,163987.0,81.99,12.81,26.08,262.0,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:30:00,maitri,-4.62,3.8,False,online,49.82,13.3,78.6,charging,163985.8,81.99,13.95,24.35,280.6,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:35:00,maitri,-4.08,5.38,False,online,44.5,11.9,78.8,charging,163984.8,81.99,12.46,22.86,298.8,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:40:00,maitri,-3.47,13.28,False,online,50.65,13.5,78.8,idle,163983.6,81.99,14.18,21.9,312.0,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:45:00,maitri,-2.82,5.48,False,online,48.59,13.0,79.0,charging,163982.4,81.99,13.61,21.07,324.3,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:50:00,maitri,-2.17,2.45,False,online,46.03,12.3,78.9,discharging,163981.4,81.99,12.89,20.33,336.2,on,on,334,Advance resupply timing within current window,none,True
2026-01-01T00:55:00,maitri,-2.56,7.46,False,online,46.08,12.3,79.1,charging,163980.3,81.99,12.9,19.71,346.7,on,on,334,Advance resupply timing within current window,none,True
